vendor,quarter,month,day,day_of_week,hour,pickup,dropoff,duration,distance,passengers,payment_type,total
VeriFone,2,4,2017-04-07,Friday,13,138,29,2687.0,21.65,1,Credit card,71.76
Creative Mobile,1,1,2017-01-07,Saturday,7,230,138,1503.0,12.2,1,Cash,40.84
Creative Mobile,1,3,2017-03-25,Saturday,1,148,37,725.0,3.2,2,Credit card,14.8
VeriFone,3,9,2017-09-12,Tuesday,23,48,231,923.0000000000001,3.71,3,Credit card,16.8
VeriFone,1,3,2017-03-30,Thursday,10,151,244,452.0,4.66,5,Credit card,17.0
Creative Mobile,4,11,2017-11-04,Saturday,19,162,230,396.0,0.9,1,Cash,7.3
Creative Mobile,3,9,2017-09-10,Sunday,11,211,231,541.0,1.1,3,Credit card,9.63
Creative Mobile,3,7,2017-07-26,Wednesday,13,141,140,518.0,0.8,1,Cash,7.8
Creative Mobile,2,4,2017-04-22,Saturday,12,79,4,412.0,0.7,1,Credit card,7.82
VeriFone,1,3,2017-03-16,Thursday,19,142,244,1472.0,6.96,1,Credit card,29.16
Creative Mobile,1,1,2017-01-20,Friday,6,170,234,180.0,0.7,2,Credit card,6.35
VeriFone,2,6,2017-06-05,Monday,20,230,186,145.0,0.59,1,Cash,5.3
VeriFone,3,7,2017-07-28,Friday,18,238,238,169.0,0.6,5,Cash,5.8
Creative Mobile,1,1,2017-01-07,Saturday,16,262,263,157.0,0.3,2,Credit card,6.35
VeriFone,2,6,2017-06-05,Monday,19,13,246,585.0,2.37,6,Credit card,14.76
Creative Mobile,2,5,2017-05-19,Friday,21,230,249,841.0,2.0,1,Cash,11.8
VeriFone,1,1,2017-01-11,Wednesday,6,161,230,404.0,0.9,1,Credit card,8.76
VeriFone,4,10,2017-10-27,Friday,18,263,141,405.0,0.79,1,Credit card,9.75
VeriFone,4,10,2017-10-06,Friday,0,195,14,537.0,3.25,1,Cash,12.8
VeriFone,4,10,2017-10-17,Tuesday,17,138,7,1064.0,3.88,1,Credit card,20.76
Creative Mobile,3,8,2017-08-19,Saturday,18,148,181,1240.0,3.7,1,Cash,17.3
VeriFone,1,2,2017-02-27,Monday,10,263,140,353.0,1.06,1,Cash,6.8
Creative Mobile,2,5,2017-05-18,Thursday,14,262,237,1506.0,2.7,1,Credit card,19.55
Creative Mobile,2,6,2017-06-10,Saturday,23,48,170,556.0,1.1,1,Cash,8.8
Creative Mobile,3,7,2017-07-12,Wednesday,2,114,68,340.0,1.0,1,Cash,7.8
Creative Mobile,4,12,2017-12-14,Thursday,9,237,162,947.0000000000001,1.7,1,Cash,12.3
VeriFone,4,10,2017-10-25,Wednesday,13,163,170,302.0,0.92,1,Credit card,7.88
Creative Mobile,3,9,2017-09-13,Wednesday,6,107,162,312.0,1.8,1,Credit card,9.35
VeriFone,3,7,2017-07-24,Monday,7,116,186,1458.0,6.42,1,Credit card,27.96
VeriFone,3,9,2017-09-19,Tuesday,18,48,68,621.0,2.23,1,Cash,10.8
VeriFone,2,5,2017-05-21,Sunday,13,162,262,834.0,2.81,1,Credit card,15.8
Creative Mobile,3,7,2017-07-26,Wednesday,21,163,237,654.0,1.0,1,Cash,9.8
VeriFone,4,12,2017-12-18,Monday,9,265,265,291.0,0.42,1,Cash,5.8
Creative Mobile,3,7,2017-07-29,Saturday,19,170,186,353.0,0.7,3,Credit card,7.55
VeriFone,2,5,2017-05-23,Tuesday,10,41,238,415.0,1.57,1,Credit card,11.3
VeriFone,2,5,2017-05-22,Monday,16,161,236,553.0,1.52,1,Credit card,11.76
Creative Mobile,1,2,2017-02-06,Monday,11,162,230,1045.0,1.1,2,Cash,12.3
VeriFone,2,4,2017-04-26,Wednesday,17,142,142,348.0,0.81,5,Credit card,8.76
VeriFone,1,2,2017-02-21,Tuesday,8,246,68,576.0,1.08,2,Credit card,9.3
Creative Mobile,3,9,2017-09-28,Thursday,17,237,224,1587.0,2.8,1,Credit card,20.8
VeriFone,1,2,2017-02-01,Wednesday,14,13,163,2870.0,5.47,4,Credit card,39.75
Creative Mobile,3,8,2017-08-29,Tuesday,7,236,143,786.0,2.6,1,Cash,12.3
Creative Mobile,3,9,2017-09-15,Friday,12,263,161,954.0000000000001,1.9,1,Cash,12.3
VeriFone,3,9,2017-09-19,Tuesday,20,233,137,524.0,0.5,1,Cash,8.3
VeriFone,1,3,2017-03-03,Friday,2,68,229,725.0,2.61,1,Credit card,15.38
VeriFone,1,2,2017-02-27,Monday,18,163,48,347.0,0.93,1,Credit card,9.36
Creative Mobile,2,5,2017-05-22,Monday,9,43,143,927.0000000000001,1.6,1,Cash,11.8
VeriFone,2,5,2017-05-02,Tuesday,15,249,68,429.0,0.79,1,Credit card,8.76
VeriFone,2,5,2017-05-02,Tuesday,18,233,138,1413.0,9.7,5,Credit card,40.69
VeriFone,4,10,2017-10-04,Wednesday,16,132,4,3325.0,18.44,5,Cash,57.3
VeriFone,3,8,2017-08-10,Thursday,10,113,50,1450.0,2.87,1,Credit card,20.76
Creative Mobile,1,2,2017-02-11,Saturday,18,239,239,259.0,0.6,1,Credit card,6.8
Creative Mobile,2,6,2017-06-04,Sunday,16,170,113,537.0,1.5,1,Cash,9.3
VeriFone,3,8,2017-08-21,Monday,15,170,211,1239.0,3.13,1,Credit card,18.96
Creative Mobile,1,1,2017-01-18,Wednesday,14,132,205,977.0000000000001,6.0,1,Cash,19.8
VeriFone,4,11,2017-11-29,Wednesday,21,234,162,407.0,1.29,1,Credit card,9.36
VeriFone,3,8,2017-08-07,Monday,10,246,246,172.0,0.49,1,Credit card,4.8
VeriFone,3,8,2017-08-08,Tuesday,0,211,107,381.0,1.8,1,Credit card,10.56
Creative Mobile,3,9,2017-09-27,Wednesday,1,114,223,1328.0,7.6,1,Cash,24.8
Creative Mobile,2,5,2017-05-08,Monday,6,263,162,811.0,2.7,1,Credit card,13.3
Creative Mobile,1,1,2017-01-04,Wednesday,16,234,132,4008.0000000000005,17.2,1,Credit card,75.39
Creative Mobile,3,8,2017-08-22,Tuesday,13,162,75,674.0,2.2,2,Credit card,11.8
VeriFone,4,11,2017-11-17,Friday,17,113,249,700.0,1.0,1,Credit card,11.3
Creative Mobile,2,4,2017-04-12,Wednesday,23,148,237,1091.0,4.2,1,Cash,17.8
Creative Mobile,1,2,2017-02-03,Friday,14,163,164,1122.0,2.0,1,Credit card,16.55
Creative Mobile,4,11,2017-11-25,Saturday,4,232,79,342.0,1.1,2,Credit card,8.75
VeriFone,3,9,2017-09-09,Saturday,12,43,239,307.0,1.21,6,Credit card,7.82
VeriFone,3,9,2017-09-22,Friday,0,148,4,224.0,0.84,1,Cash,6.3
VeriFone,2,5,2017-05-15,Monday,8,90,234,903.0,1.01,1,Credit card,13.56
VeriFone,3,8,2017-08-19,Saturday,17,100,230,1288.0,1.17,1,Cash,14.3
VeriFone,1,2,2017-02-14,Tuesday,14,148,148,1097.0,1.14,1,Credit card,14.8
VeriFone,4,11,2017-11-14,Tuesday,23,144,144,222.0,0.48,2,Credit card,5.3
Creative Mobile,4,10,2017-10-11,Wednesday,14,166,239,422.0,1.8,1,Credit card,10.1
Creative Mobile,4,12,2017-12-01,Friday,23,43,100,1190.0,2.1,1,Credit card,19.2
Creative Mobile,4,11,2017-11-05,Sunday,6,48,12,853.0,4.5,1,Cash,16.3
Creative Mobile,4,12,2017-12-09,Saturday,3,114,144,368.0,0.8,1,Cash,7.3
Creative Mobile,1,2,2017-02-18,Saturday,14,163,186,513.0,1.3,2,Credit card,9.95
Creative Mobile,1,1,2017-01-10,Tuesday,22,229,140,235.00000000000003,1.3,2,Credit card,8.75
VeriFone,1,2,2017-02-25,Saturday,4,230,255,1877.0000000000002,7.82,2,Credit card,29.8
Creative Mobile,2,6,2017-06-04,Sunday,23,107,233,453.0,1.6,1,Credit card,9.8
VeriFone,2,6,2017-06-26,Monday,18,237,238,479.00000000000006,1.76,1,Credit card,11.76
VeriFone,3,7,2017-07-11,Tuesday,6,141,107,432.0,2.3,1,Credit card,11.16
Creative Mobile,2,4,2017-04-20,Thursday,22,239,141,629.0,2.0,1,Credit card,12.95
Creative Mobile,2,6,2017-06-13,Tuesday,10,100,142,424.0,1.0,1,Credit card,9.3
VeriFone,1,1,2017-01-30,Monday,12,161,107,542.0,1.49,1,Cash,8.8
VeriFone,1,1,2017-01-03,Tuesday,7,148,74,1596.0,7.29,6,Credit card,32.16
Creative Mobile,4,11,2017-11-17,Friday,21,230,142,447.0,1.2,2,Credit card,9.55
Creative Mobile,3,7,2017-07-22,Saturday,21,249,164,514.0,1.5,1,Cash,8.8
Creative Mobile,2,4,2017-04-10,Monday,10,138,230,2082.0,9.1,1,Credit card,42.25
VeriFone,2,4,2017-04-05,Wednesday,9,236,41,853.0,2.66,3,Credit card,17.29
VeriFone,2,5,2017-05-02,Tuesday,13,161,144,1506.0,3.42,1,Cash,17.8
VeriFone,4,12,2017-12-19,Tuesday,7,68,230,413.0,0.92,1,Credit card,9.12
VeriFone,2,4,2017-04-23,Sunday,13,234,68,1122.0,1.04,1,Credit card,14.3
VeriFone,1,3,2017-03-05,Sunday,18,140,249,1960.0000000000002,4.61,1,Credit card,29.16
VeriFone,4,10,2017-10-24,Tuesday,20,161,211,1674.0,4.94,1,Credit card,27.36
Creative Mobile,2,6,2017-06-26,Monday,7,229,137,211.0,1.2,1,Credit card,7.3
Creative Mobile,1,3,2017-03-17,Friday,11,138,243,1649.0,10.7,1,Credit card,44.79
VeriFone,3,9,2017-09-13,Wednesday,9,138,162,2776.0,10.45,1,Credit card,48.67
VeriFone,3,7,2017-07-23,Sunday,0,114,224,2107.0,5.23,1,Cash,24.3
VeriFone,2,6,2017-06-30,Friday,19,116,74,905.0,2.08,1,Credit card,15.96
Creative Mobile,2,4,2017-04-16,Sunday,9,238,166,295.0,1.2,4,Cash,6.8
VeriFone,2,5,2017-05-17,Wednesday,15,236,231,3228.0,7.34,1,Credit card,42.36
VeriFone,4,10,2017-10-28,Saturday,18,238,239,226.0,0.81,1,Cash,5.8
VeriFone,3,7,2017-07-01,Saturday,18,144,113,340.0,0.93,1,Credit card,6.8
Creative Mobile,3,8,2017-08-30,Wednesday,22,237,161,359.0,0.7,1,Credit card,8.5
VeriFone,1,3,2017-03-06,Monday,11,43,43,96.0,0.76,1,Cash,4.8
VeriFone,2,6,2017-06-24,Saturday,11,164,239,1047.0,3.19,6,Credit card,17.76
Creative Mobile,2,4,2017-04-28,Friday,22,237,236,291.0,1.4,2,Cash,7.8
Creative Mobile,2,4,2017-04-19,Wednesday,14,230,237,571.0,0.8,1,Credit card,9.35
Creative Mobile,4,10,2017-10-25,Wednesday,14,237,262,1068.0,1.9,2,Credit card,15.35
Creative Mobile,3,8,2017-08-30,Wednesday,16,263,141,925.0000000000001,0.9,1,Credit card,14.15
VeriFone,2,4,2017-04-17,Monday,23,234,107,236.00000000000003,0.61,1,Cash,5.8
VeriFone,4,12,2017-12-24,Sunday,0,164,68,366.0,1.58,3,Credit card,8.3
Creative Mobile,1,2,2017-02-23,Thursday,22,142,236,454.0,1.5,1,Cash,9.3
VeriFone,2,4,2017-04-20,Thursday,16,162,234,463.00000000000006,0.96,6,Credit card,9.96
VeriFone,4,12,2017-12-04,Monday,10,132,132,9.0,0.0,1,Cash,3.3
Creative Mobile,1,2,2017-02-22,Wednesday,20,170,88,748.0,5.0,1,Credit card,21.35
VeriFone,1,2,2017-02-15,Wednesday,19,229,141,238.00000000000003,0.74,1,Credit card,8.16
VeriFone,3,7,2017-07-12,Wednesday,7,142,132,2657.0,21.08,1,Credit card,64.56
VeriFone,3,9,2017-09-07,Thursday,22,140,236,540.0,1.9,1,Credit card,12.25
Creative Mobile,1,2,2017-02-14,Tuesday,18,237,186,989.0000000000001,2.2,1,Credit card,16.6
VeriFone,4,11,2017-11-06,Monday,22,138,50,1620.0,10.85,2,Credit card,47.47
VeriFone,1,2,2017-02-07,Tuesday,10,161,186,839.0,1.43,1,Credit card,12.96
VeriFone,3,8,2017-08-05,Saturday,15,162,162,132.0,0.72,3,Cash,4.8
Creative Mobile,2,4,2017-04-17,Monday,17,162,100,1849.0000000000002,1.4,1,Credit card,23.76
Creative Mobile,1,3,2017-03-04,Saturday,16,143,143,181.0,0.7,1,Credit card,6.36
Creative Mobile,2,5,2017-05-07,Sunday,12,87,231,642.0,2.8,1,Credit card,14.15
Creative Mobile,2,6,2017-06-27,Tuesday,15,140,246,2355.0,5.4,1,Dispute,27.3
Creative Mobile,3,9,2017-09-24,Sunday,20,234,143,1008.0000000000001,2.7,1,Credit card,15.3
VeriFone,4,12,2017-12-11,Monday,23,158,114,424.0,1.16,1,Credit card,9.96
VeriFone,3,8,2017-08-29,Tuesday,16,170,239,1125.0,2.85,3,Cash,15.3
Creative Mobile,4,11,2017-11-14,Tuesday,8,148,234,736.0,2.0,2,Credit card,12.95
Creative Mobile,4,10,2017-10-22,Sunday,8,151,236,355.0,1.3,1,Credit card,8.3
VeriFone,2,5,2017-05-07,Sunday,0,69,32,1312.0,9.44,6,Cash,29.8
VeriFone,3,9,2017-09-11,Monday,14,166,151,208.0,0.72,1,Cash,5.3
Creative Mobile,1,3,2017-03-25,Saturday,22,239,239,136.0,0.6,1,Cash,5.3
VeriFone,1,3,2017-03-24,Friday,20,90,170,1257.0,2.16,1,Credit card,18.36
VeriFone,4,10,2017-10-26,Thursday,9,237,161,379.0,0.73,1,Credit card,8.16
VeriFone,2,5,2017-05-30,Tuesday,18,68,238,1236.0,3.54,1,Credit card,22.49
VeriFone,1,1,2017-01-01,Sunday,17,68,231,725.0,2.74,1,Credit card,14.16
Creative Mobile,3,8,2017-08-01,Tuesday,19,236,141,273.0,1.3,1,Credit card,9.0
Creative Mobile,4,11,2017-11-21,Tuesday,17,162,142,1047.0,1.2,2,Credit card,16.6
VeriFone,3,9,2017-09-11,Monday,22,90,238,1100.0,4.19,2,Credit card,21.96
VeriFone,2,6,2017-06-12,Monday,9,230,164,384.0,0.77,2,Cash,6.8
Creative Mobile,1,2,2017-02-07,Tuesday,23,237,107,528.0,2.3,1,Cash,10.8
Creative Mobile,4,12,2017-12-03,Sunday,19,100,234,425.0,1.1,1,Credit card,9.35
Creative Mobile,3,7,2017-07-30,Sunday,16,144,186,867.0,2.5,1,Credit card,13.8
Creative Mobile,1,1,2017-01-29,Sunday,13,236,237,82.0,0.2,1,Cash,3.8
VeriFone,3,7,2017-07-21,Friday,0,79,68,634.0,2.1,6,Credit card,13.3
VeriFone,3,7,2017-07-18,Tuesday,14,151,230,1594.0,3.02,1,Cash,18.8
VeriFone,2,5,2017-05-24,Wednesday,12,162,100,892.0,1.13,1,Credit card,12.96
Creative Mobile,1,2,2017-02-21,Tuesday,19,125,100,846.0,2.2,1,Credit card,14.0
VeriFone,1,1,2017-01-09,Monday,20,231,4,643.0,2.15,5,Credit card,12.96
VeriFone,4,10,2017-10-20,Friday,16,161,232,1478.0,4.09,1,Credit card,24.8
VeriFone,4,10,2017-10-09,Monday,19,186,170,610.0,1.3,4,Credit card,10.23
VeriFone,2,5,2017-05-18,Thursday,16,138,179,2396.0,3.68,1,Credit card,30.96
VeriFone,1,1,2017-01-21,Saturday,8,107,144,489.00000000000006,1.78,1,Cash,8.8
VeriFone,3,8,2017-08-21,Monday,15,43,239,570.0,1.7,3,Credit card,11.76
VeriFone,4,12,2017-12-09,Saturday,1,209,177,1790.0,6.85,1,Credit card,34.84
VeriFone,3,9,2017-09-01,Friday,14,236,75,266.0,1.38,1,Credit card,8.84
VeriFone,2,6,2017-06-11,Sunday,23,90,148,834.0,2.45,1,Credit card,15.36
Creative Mobile,4,11,2017-11-15,Wednesday,21,249,100,652.0,1.9,1,Cash,10.8
Creative Mobile,4,10,2017-10-24,Tuesday,12,263,236,300.0,0.7,1,Cash,5.8
VeriFone,1,2,2017-02-09,Thursday,13,107,137,253.00000000000003,0.8,2,Credit card,8.8
VeriFone,1,2,2017-02-04,Saturday,12,138,234,1593.0,12.02,1,Cash,42.34
VeriFone,1,3,2017-03-06,Monday,11,234,163,1432.0,2.48,1,Cash,16.3
Creative Mobile,2,6,2017-06-20,Tuesday,19,237,262,365.0,1.2,1,Credit card,9.95
VeriFone,1,3,2017-03-31,Friday,19,234,161,706.0,1.46,2,Credit card,13.56
VeriFone,4,10,2017-10-25,Wednesday,9,209,234,1879.0000000000002,4.67,1,Credit card,29.12
Creative Mobile,4,11,2017-11-26,Sunday,2,211,211,222.0,0.5,1,Credit card,6.8
VeriFone,2,5,2017-05-16,Tuesday,22,107,74,1356.0,5.45,1,Credit card,24.8
VeriFone,2,4,2017-04-26,Wednesday,22,229,79,315.0,2.05,1,Credit card,10.3
VeriFone,2,6,2017-06-26,Monday,19,186,114,1091.0,1.98,3,Credit card,17.76
Creative Mobile,4,11,2017-11-02,Thursday,14,231,158,382.0,1.1,2,Credit card,8.75
VeriFone,1,1,2017-01-03,Tuesday,10,68,142,550.0,1.94,3,Credit card,12.74
VeriFone,2,4,2017-04-23,Sunday,6,186,231,460.00000000000006,2.57,2,Credit card,12.36
VeriFone,3,9,2017-09-24,Sunday,21,162,161,228.0,0.48,4,Cash,5.8
Creative Mobile,4,11,2017-11-30,Thursday,6,230,141,776.0,2.5,1,Credit card,12.3
VeriFone,4,10,2017-10-05,Thursday,15,163,170,743.0,1.33,1,Credit card,13.39
VeriFone,1,2,2017-02-07,Tuesday,17,162,246,925.0000000000001,2.02,1,Credit card,15.36
VeriFone,2,5,2017-05-27,Saturday,23,148,181,1033.0,3.74,2,Credit card,21.84
Creative Mobile,4,10,2017-10-21,Saturday,7,7,226,450.0,1.7,1,Credit card,8.8
VeriFone,1,1,2017-01-09,Monday,7,239,50,386.0,1.52,1,Credit card,9.36
Creative Mobile,3,7,2017-07-21,Friday,15,113,158,410.0,0.7,1,Credit card,8.15
VeriFone,1,2,2017-02-05,Sunday,17,107,48,911.0,2.44,1,Credit card,15.36
Creative Mobile,2,6,2017-06-11,Sunday,11,88,87,347.0,0.6,2,Credit card,7.55
Creative Mobile,1,2,2017-02-28,Tuesday,8,140,229,617.0,0.7,1,Cash,8.3
VeriFone,4,10,2017-10-27,Friday,19,137,233,706.0,0.96,5,Cash,10.3
VeriFone,2,6,2017-06-28,Wednesday,19,151,166,406.0,1.26,1,Credit card,11.0
Creative Mobile,2,5,2017-05-07,Sunday,14,43,239,769.0,2.1,3,Cash,11.3
VeriFone,1,3,2017-03-01,Wednesday,9,239,238,218.0,0.66,1,Cash,5.8
VeriFone,3,7,2017-07-31,Monday,16,50,163,802.0,1.46,1,Cash,11.8
VeriFone,2,4,2017-04-17,Monday,22,246,186,389.0,0.87,1,Credit card,9.12
Creative Mobile,4,12,2017-12-08,Friday,8,238,138,2466.0,9.7,1,Credit card,48.06
Creative Mobile,3,7,2017-07-20,Thursday,4,100,246,336.0,1.1,1,Cash,7.3
Creative Mobile,3,9,2017-09-06,Wednesday,12,90,68,386.0,0.6,1,Cash,6.3
VeriFone,2,5,2017-05-11,Thursday,10,186,230,1592.0,1.59,1,Credit card,20.76
VeriFone,1,3,2017-03-03,Friday,8,48,246,538.0,1.49,2,Credit card,9.3
VeriFone,3,9,2017-09-09,Saturday,2,144,107,363.0,1.29,5,Cash,7.8
VeriFone,1,1,2017-01-12,Thursday,18,234,158,716.0,1.51,1,Credit card,12.3
VeriFone,3,8,2017-08-09,Wednesday,9,161,12,2203.0,6.02,5,Cash,27.3
VeriFone,3,8,2017-08-14,Monday,17,68,158,579.0,1.59,1,Credit card,12.25
Creative Mobile,3,7,2017-07-31,Monday,16,107,236,1768.0,3.6,1,Credit card,25.56
VeriFone,3,8,2017-08-28,Monday,9,143,236,613.0,2.08,6,Credit card,11.3
VeriFone,4,12,2017-12-14,Thursday,19,262,236,393.0,0.6,1,Credit card,8.76
Creative Mobile,4,11,2017-11-09,Thursday,8,236,237,1020.0000000000001,1.7,1,Cash,13.3
VeriFone,3,8,2017-08-16,Wednesday,6,158,143,646.0,3.34,1,Cash,12.8
Creative Mobile,4,10,2017-10-21,Saturday,19,50,87,1404.0,4.7,1,Credit card,22.3
VeriFone,3,7,2017-07-01,Saturday,4,158,100,322.0,1.45,1,Cash,8.3
Creative Mobile,1,3,2017-03-05,Sunday,15,87,144,785.0,1.5,1,Cash,10.8
VeriFone,3,8,2017-08-03,Thursday,6,87,231,369.0,1.24,4,Credit card,7.55
Creative Mobile,1,3,2017-03-25,Saturday,22,186,239,790.0,2.3,1,Credit card,15.35
VeriFone,3,8,2017-08-30,Wednesday,20,79,170,683.0,1.9,3,Credit card,12.8
Creative Mobile,2,4,2017-04-10,Monday,18,114,249,642.0,1.3,1,Cash,9.8
VeriFone,1,3,2017-03-27,Monday,19,186,262,1250.0,4.12,1,Cash,17.8
VeriFone,1,1,2017-01-10,Tuesday,19,42,116,274.0,0.84,2,Credit card,8.3
Creative Mobile,4,11,2017-11-14,Tuesday,4,114,49,894.0,4.2,1,Cash,16.8
Creative Mobile,1,1,2017-01-08,Sunday,16,158,186,524.0,1.1,1,Credit card,9.96
VeriFone,3,9,2017-09-13,Wednesday,15,246,246,273.0,0.44,1,Credit card,6.96
VeriFone,2,4,2017-04-23,Sunday,0,148,263,1127.0,4.73,3,Credit card,21.96
VeriFone,2,6,2017-06-13,Tuesday,8,125,231,498.00000000000006,0.77,6,Credit card,9.49
VeriFone,3,7,2017-07-03,Monday,1,239,163,282.0,1.33,1,Cash,7.3
Creative Mobile,4,10,2017-10-29,Sunday,20,230,239,584.0,1.9,1,Credit card,11.75
VeriFone,1,3,2017-03-26,Sunday,10,238,166,516.0,1.93,1,Credit card,11.16
VeriFone,2,6,2017-06-12,Monday,20,255,112,258.0,0.91,2,Credit card,7.24
Creative Mobile,1,2,2017-02-17,Friday,22,186,92,1613.0,11.4,1,Credit card,48.99
Creative Mobile,4,11,2017-11-07,Tuesday,0,116,244,308.0,1.0,1,Cash,7.3
VeriFone,3,9,2017-09-21,Thursday,18,237,238,740.0,2.64,1,Credit card,14.3
VeriFone,2,5,2017-05-15,Monday,21,234,231,643.0,2.4,1,Credit card,13.56
Creative Mobile,2,5,2017-05-18,Thursday,19,162,132,3575.0,16.5,1,Credit card,67.06
Creative Mobile,2,5,2017-05-19,Friday,23,236,145,1175.0,3.2,1,Credit card,20.35
VeriFone,3,9,2017-09-25,Monday,21,132,239,2376.0,20.08,1,Cash,58.56
Creative Mobile,1,3,2017-03-20,Monday,7,107,107,66.0,0.3,1,Credit card,4.55
Creative Mobile,1,2,2017-02-22,Wednesday,17,234,211,674.0,2.0,1,Credit card,13.55
VeriFone,2,5,2017-05-19,Friday,14,48,142,194.0,0.58,3,Cash,5.3
VeriFone,4,12,2017-12-01,Friday,22,48,125,976.0000000000001,3.95,3,Cash,16.3
Creative Mobile,1,1,2017-01-04,Wednesday,21,87,49,908.0,3.4,1,Credit card,18.95
VeriFone,4,11,2017-11-09,Thursday,11,79,107,388.0,0.95,2,Credit card,10.8
Creative Mobile,1,2,2017-02-18,Saturday,16,186,230,745.0,1.1,2,Credit card,11.75
Creative Mobile,1,2,2017-02-12,Sunday,18,236,237,174.0,0.4,1,Credit card,6.2
Creative Mobile,4,10,2017-10-28,Saturday,19,239,239,138.0,0.5,1,Credit card,6.36
VeriFone,1,2,2017-02-02,Thursday,7,170,161,142.0,0.33,1,Cash,4.3
Creative Mobile,3,9,2017-09-09,Saturday,22,209,186,1097.0,3.5,1,Credit card,18.95
VeriFone,3,9,2017-09-29,Friday,6,262,75,374.0,1.02,1,Credit card,7.8
VeriFone,1,2,2017-02-02,Thursday,5,48,132,2049.0,17.37,3,Credit card,70.01
Creative Mobile,1,3,2017-03-18,Saturday,15,234,246,1285.0,1.7,1,Credit card,17.75
Creative Mobile,4,10,2017-10-28,Saturday,10,140,236,100.0,0.5,1,Cash,4.3
Creative Mobile,2,4,2017-04-01,Saturday,14,142,239,222.0,0.9,3,Credit card,6.67
VeriFone,3,7,2017-07-12,Wednesday,20,148,137,575.0,2.04,1,Credit card,11.5
Creative Mobile,4,12,2017-12-06,Wednesday,12,148,234,767.0,1.4,1,Cash,9.8
Creative Mobile,2,6,2017-06-24,Saturday,22,48,238,671.0,2.4,1,Cash,11.8
VeriFone,1,1,2017-01-17,Tuesday,18,233,95,2824.0,8.86,6,Credit card,49.61
VeriFone,4,12,2017-12-26,Tuesday,11,164,113,397.0,1.44,1,Cash,7.8
Creative Mobile,1,3,2017-03-22,Wednesday,20,48,143,685.0,1.5,1,Cash,10.8
Creative Mobile,2,5,2017-05-25,Thursday,18,48,68,267.0,0.7,1,Cash,6.8
VeriFone,4,12,2017-12-06,Wednesday,13,142,186,1536.0,1.77,1,Cash,16.8
VeriFone,3,7,2017-07-20,Thursday,19,132,39,1606.0,10.09,1,Credit card,38.76
VeriFone,3,7,2017-07-09,Sunday,2,163,244,1193.0,7.44,1,Credit card,25.0
VeriFone,2,6,2017-06-15,Thursday,8,224,88,512.0,3.83,2,Credit card,17.25
Creative Mobile,2,5,2017-05-26,Friday,21,148,107,635.0,2.3,1,Cash,11.8
VeriFone,2,5,2017-05-04,Thursday,19,141,75,717.0,2.38,2,Credit card,13.0
Creative Mobile,1,2,2017-02-24,Friday,18,162,237,475.00000000000006,1.2,1,Credit card,10.7
VeriFone,4,12,2017-12-21,Thursday,14,162,107,1111.0,1.83,6,Credit card,15.96
VeriFone,1,3,2017-03-31,Friday,15,233,233,727.0,1.79,1,Credit card,12.96
Creative Mobile,2,6,2017-06-29,Thursday,22,230,230,220.0,0.0,1,Cash,5.3
VeriFone,1,3,2017-03-10,Friday,14,162,170,361.0,0.73,1,Cash,6.3
Creative Mobile,4,12,2017-12-30,Saturday,16,238,237,574.0,1.7,2,Credit card,11.15
VeriFone,2,5,2017-05-18,Thursday,7,236,75,351.0,1.08,2,Credit card,9.77
Creative Mobile,1,1,2017-01-24,Tuesday,22,148,148,158.0,0.3,1,Cash,4.8
VeriFone,1,3,2017-03-15,Wednesday,23,132,138,1205.0,11.48,1,Cash,33.8
VeriFone,1,1,2017-01-05,Thursday,18,230,162,350.0,0.59,2,Credit card,9.12
VeriFone,1,2,2017-02-11,Saturday,15,87,158,1159.0,3.09,1,Cash,15.3
VeriFone,1,3,2017-03-04,Saturday,11,164,234,296.0,0.89,1,Credit card,7.56
VeriFone,3,9,2017-09-05,Tuesday,14,162,237,709.0,1.38,1,Credit card,11.76
VeriFone,3,9,2017-09-20,Wednesday,6,226,230,1007.0000000000001,4.27,2,Cash,22.06
Creative Mobile,4,10,2017-10-14,Saturday,20,132,238,2687.0,20.6,2,Cash,58.56
VeriFone,2,5,2017-05-04,Thursday,22,170,107,458.00000000000006,1.53,5,Credit card,9.8
VeriFone,2,6,2017-06-02,Friday,23,238,166,352.0,1.64,1,Credit card,9.13
VeriFone,1,3,2017-03-17,Friday,21,141,237,186.0,0.87,2,Cash,5.8
VeriFone,4,12,2017-12-01,Friday,17,138,161,3746.0000000000005,10.01,1,Credit card,61.27
VeriFone,1,1,2017-01-01,Sunday,5,234,48,416.0,1.91,1,Credit card,9.3
VeriFone,1,2,2017-02-01,Wednesday,6,137,231,976.0000000000001,3.28,2,Credit card,17.16
Creative Mobile,2,6,2017-06-27,Tuesday,21,249,186,239.00000000000003,0.9,2,Credit card,7.55
VeriFone,3,8,2017-08-24,Thursday,9,170,107,217.0,0.69,2,Cash,5.8
VeriFone,4,12,2017-12-16,Saturday,17,142,142,354.0,0.68,1,Credit card,8.19
Creative Mobile,4,10,2017-10-28,Saturday,12,233,229,410.0,1.1,2,Credit card,9.1
VeriFone,4,10,2017-10-16,Monday,16,163,200,2501.0,11.31,1,Credit card,54.74
VeriFone,3,9,2017-09-28,Thursday,13,161,162,377.0,0.27,1,Cash,6.3
VeriFone,2,6,2017-06-15,Thursday,17,90,116,3599.0,7.86,3,Credit card,39.8
